,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Num Features,Score
135,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,27,0.8387797093688046
113,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,27,0.8387584975776625
95,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,28,0.8386995691174826
128,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,-,-,Y,Y,Y,26,0.8386101751728082
180,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,28,0.8385469802956211
124,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,-,Y,Y,Y,-,Y,26,0.838479110209866
192,-,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,-,Y,-,Y,Y,25,0.838417838916491
116,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,27,0.8383933355904304
58,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,28,0.838328606665863
123,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,26,0.8382658346256795
87,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,28,0.8381496061331049
160,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,-,Y,27,0.838082063191534
162,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,27,0.8380545357087803
50,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,28,0.838052297229652
75,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,-,Y,Y,Y,27,0.837949820965205
106,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,28,0.8379339541238464
89,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,29,0.8379007836814505
40,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,27,0.8377850115304228
109,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,28,0.8377484919460774
198,-,Y,-,Y,Y,Y,Y,Y,-,Y,-,-,Y,Y,Y,Y,Y,-,-,Y,Y,Y,Y,Y,Y,-,Y,-,Y,Y,21,0.837724996444321
195,-,Y,-,-,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,-,Y,24,0.8376742640127395
178,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,28,0.8376259929529516
188,-,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,26,0.837604748480413
187,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,-,-,Y,Y,27,0.8375959137667747
110,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,-,-,-,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,24,0.8374125966005188
143,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,-,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,27,0.8373521381693095
107,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,28,0.8372792077995158
151,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,28,0.8372005625282933
157,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,28,0.8371749227790305
72,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,28,0.8371116459482362
171,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,28,0.8369859577745171
71,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,-,Y,26,0.8369326585806638
79,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,28,0.8368913326927783
129,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,-,Y,27,0.8367492492437061
38,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,28,0.8367350657574085
66,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,-,-,Y,Y,-,Y,25,0.8364471329471561
174,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,-,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,27,0.8361104938832359
39,Y,Y,Y,-,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,-,-,Y,Y,Y,Y,Y,Y,-,-,Y,23,0.8356894937589735
86,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,29,0.8353722969961125
67,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,28,0.8351867902133849
26,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,-,-,-,Y,Y,Y,Y,Y,-,Y,-,Y,Y,Y,-,-,Y,-,Y,Y,21,0.8346312892250596
31,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,-,Y,Y,27,0.8329421237701977
42,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,-,Y,Y,27,0.8287065699201037
32,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,27,0.8259284080631013
33,-,Y,-,-,Y,Y,Y,Y,Y,Y,-,Y,Y,-,Y,Y,Y,Y,-,-,Y,Y,Y,Y,Y,Y,-,-,Y,Y,21,0.8243746026745022
35,-,Y,Y,Y,-,Y,Y,-,Y,Y,-,Y,-,Y,Y,Y,Y,Y,Y,-,-,Y,Y,Y,Y,Y,Y,-,Y,Y,22,0.8212661775504561
0,-,Y,Y,-,-,Y,Y,Y,Y,Y,-,-,Y,-,Y,Y,Y,Y,-,-,-,Y,Y,Y,-,-,-,-,Y,-,16,0.8142330372250695
48,Y,Y,Y,Y,Y,-,Y,-,Y,Y,Y,Y,-,Y,Y,Y,Y,-,-,Y,Y,Y,Y,Y,Y,Y,-,-,Y,Y,23,0.8070388728181942
30,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,-,Y,-,Y,Y,Y,Y,Y,Y,-,Y,Y,26,0.8068986923809187
29,Y,Y,Y,Y,-,-,Y,-,-,Y,-,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,23,0.8055218944809076
37,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,-,-,Y,Y,-,Y,Y,-,Y,Y,Y,Y,Y,Y,-,Y,Y,24,0.803311945570947
34,Y,-,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,-,-,Y,Y,Y,Y,Y,-,Y,Y,24,0.8027340559751347
24,Y,-,-,Y,-,Y,Y,Y,-,Y,-,Y,-,Y,Y,Y,-,-,-,-,-,-,Y,Y,Y,Y,-,-,Y,Y,16,0.8023668108672987
10,Y,Y,Y,-,Y,Y,-,-,-,Y,-,Y,Y,Y,-,Y,-,Y,Y,Y,Y,-,Y,Y,Y,-,Y,Y,-,Y,20,0.8002445911700947
47,Y,-,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,-,-,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,-,-,-,Y,Y,22,0.7869707793900376
46,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,-,Y,Y,-,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,25,0.785297067164251
7,-,Y,Y,-,Y,-,-,-,-,Y,-,Y,Y,Y,-,-,Y,Y,-,Y,Y,Y,-,Y,Y,Y,-,-,-,Y,16,0.773725496447385
4,Y,-,-,Y,-,Y,Y,Y,Y,Y,Y,-,-,-,-,Y,-,-,-,Y,Y,-,Y,Y,-,-,Y,-,Y,Y,16,0.7698142158323261
3,Y,Y,Y,-,Y,Y,Y,-,Y,-,Y,Y,-,-,-,Y,Y,Y,-,-,-,Y,Y,Y,Y,Y,-,-,Y,Y,19,0.766399775588632
27,Y,-,Y,Y,-,Y,Y,Y,Y,Y,-,Y,-,-,Y,Y,Y,Y,-,Y,-,-,-,Y,-,-,-,-,Y,Y,17,0.766095239116274
19,Y,Y,-,-,Y,-,Y,Y,-,-,Y,Y,Y,Y,Y,-,-,-,-,Y,Y,Y,-,Y,-,Y,-,-,Y,-,16,0.7523375093786477
6,-,Y,Y,Y,Y,-,-,-,-,Y,-,-,-,Y,Y,Y,Y,-,-,Y,-,Y,-,-,-,-,Y,Y,Y,-,14,0.7511981288050755
44,Y,-,Y,-,Y,Y,Y,Y,-,Y,-,Y,Y,-,Y,Y,-,Y,Y,-,-,Y,Y,Y,Y,Y,Y,-,Y,Y,21,0.750997735403846
22,Y,Y,Y,-,-,Y,Y,-,Y,-,-,Y,-,Y,-,-,Y,Y,Y,Y,Y,-,-,-,Y,Y,Y,-,-,Y,17,0.7505861812822461
23,-,-,-,Y,Y,Y,Y,-,-,Y,-,-,-,-,Y,Y,Y,-,Y,-,-,Y,-,-,-,Y,Y,Y,Y,Y,15,0.7283897566584766
9,Y,-,Y,Y,Y,-,Y,Y,Y,Y,-,Y,Y,Y,-,-,-,-,-,-,Y,Y,Y,-,-,-,-,Y,-,Y,16,0.7247700793747727
17,-,Y,-,-,-,-,Y,-,-,Y,-,Y,-,-,-,Y,-,Y,Y,Y,-,-,-,-,-,-,-,-,Y,-,9,0.6681941346982889
13,-,-,-,-,Y,Y,Y,-,-,-,Y,-,-,-,Y,-,Y,Y,-,-,-,-,Y,Y,Y,Y,-,Y,-,Y,13,0.6357912421434466
18,-,Y,Y,-,-,-,-,Y,-,-,Y,Y,Y,Y,-,-,-,-,-,-,Y,-,Y,-,Y,-,Y,-,Y,Y,13,0.6215191370844935
16,Y,-,-,-,-,Y,-,Y,Y,-,Y,-,Y,-,-,-,-,-,-,-,Y,-,Y,Y,Y,Y,-,-,-,-,11,0.6050745257886323
15,Y,-,Y,Y,-,-,-,Y,-,-,Y,-,Y,Y,-,-,Y,-,-,-,-,Y,Y,-,Y,-,Y,-,-,-,12,0.6048646955755872
12,Y,-,-,-,-,-,-,Y,Y,-,-,-,Y,-,Y,Y,Y,-,-,Y,-,-,Y,-,Y,-,-,-,Y,-,11,0.5989288301934402
20,-,-,-,Y,-,Y,-,-,Y,Y,-,-,-,-,-,Y,-,Y,Y,-,-,-,-,-,-,-,-,Y,-,-,8,0.5970661812436284
21,Y,-,Y,-,-,-,-,Y,Y,-,Y,-,Y,-,Y,Y,-,Y,-,Y,-,-,Y,Y,Y,-,-,-,-,-,13,0.5941653850343651
1,-,-,-,Y,Y,Y,-,-,Y,-,Y,-,Y,-,Y,-,-,Y,Y,Y,Y,Y,-,Y,Y,-,-,Y,-,Y,16,0.5908574466728187
8,Y,-,-,Y,-,-,Y,Y,-,-,Y,Y,Y,-,Y,-,-,-,Y,-,Y,-,Y,-,Y,Y,Y,Y,-,-,15,0.5807680851615885
11,-,-,-,-,-,-,-,Y,-,-,Y,-,-,-,Y,-,Y,-,Y,-,-,-,-,-,-,Y,-,-,Y,-,7,0.5091823264475016
2,Y,-,-,-,-,-,-,-,-,-,-,Y,-,Y,-,-,-,-,-,-,-,-,-,-,-,Y,Y,-,-,-,5,0.41929406850435413
14,-,Y,-,Y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,Y,-,-,-,4,0.3776207651915081
5,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,-,-,-,-,Y,-,-,-,-,-,-,-,-,Y,-,-,3,0.34940213610027904
