,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Num Features,Score
82,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,28,0.6470381302115737
35,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,-,Y,Y,26,0.6469088709899975
167,Y,Y,-,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,28,0.6468956084381157
157,Y,Y,Y,Y,Y,Y,-,-,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,27,0.6468764437854799
68,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,-,27,0.6467979176973229
155,Y,Y,-,Y,Y,Y,Y,Y,-,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,25,0.6467406211201139
197,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,-,Y,Y,-,Y,Y,Y,25,0.6467220034575859
172,Y,Y,-,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,27,0.6466881330814487
103,Y,Y,Y,Y,-,Y,-,-,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,-,-,Y,Y,Y,Y,Y,-,Y,Y,23,0.6466393962000342
111,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,28,0.6466099548604759
101,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,27,0.6465108600507408
62,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,-,Y,28,0.6463667003549876
193,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,28,0.6460149477247551
92,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,-,Y,Y,28,0.645916708961851
208,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,-,Y,-,-,Y,Y,-,Y,Y,25,0.6458732175364421
127,Y,Y,-,Y,-,Y,Y,Y,-,Y,Y,-,Y,Y,Y,-,Y,Y,Y,Y,Y,-,-,Y,Y,-,Y,Y,Y,Y,22,0.6457390075843409
231,-,Y,-,Y,-,Y,Y,-,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,24,0.6457384724631288
220,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,-,Y,Y,27,0.6457033369447458
199,Y,Y,Y,Y,Y,Y,-,-,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,27,0.6457009174731787
97,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,-,Y,Y,Y,Y,Y,Y,-,Y,Y,26,0.6455975066640742
144,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,-,27,0.6454361327562909
126,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,-,Y,Y,-,Y,26,0.6452555261292244
106,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,-,Y,Y,27,0.645160491940539
50,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,28,0.6451440670297646
64,Y,Y,-,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,27,0.645090502672132
1,-,-,-,Y,Y,Y,Y,-,-,Y,Y,-,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,-,-,Y,Y,21,0.6450563047873363
152,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,27,0.644956379074854
56,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,-,-,Y,Y,Y,27,0.6445220501256835
203,Y,Y,Y,Y,-,Y,Y,-,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,-,Y,Y,25,0.6443113582700835
33,Y,Y,Y,Y,-,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,28,0.6441477313388247
81,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,-,27,0.6440697724955826
160,Y,Y,Y,Y,Y,Y,-,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,26,0.6440690988236064
26,Y,Y,Y,Y,Y,Y,Y,-,-,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,-,Y,Y,Y,25,0.6439962937838154
47,-,Y,-,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,-,-,Y,Y,Y,-,Y,23,0.6439755391065223
170,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,-,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,26,0.643885219736299
95,Y,Y,-,Y,Y,Y,-,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,-,-,Y,Y,-,23,0.6438590837666159
134,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,-,Y,Y,Y,-,27,0.6432930444249583
67,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,29,0.643135471205978
147,Y,Y,Y,Y,Y,Y,-,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,-,Y,-,Y,-,24,0.643055060750066
228,-,Y,Y,Y,-,Y,Y,-,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,26,0.6429823870198162
154,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,28,0.6428537221958727
80,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,29,0.6428273236706928
120,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,28,0.6427686669914029
121,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,-,27,0.6426602601958387
58,Y,Y,-,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,26,0.6420905050639681
71,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,28,0.642033454752535
183,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,28,0.6420225231041734
201,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,-,Y,Y,Y,Y,Y,Y,28,0.6419770130628197
140,Y,Y,-,Y,Y,Y,Y,-,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,26,0.641739455156848
91,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,-,-,Y,26,0.6411546817478043
69,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,29,0.6410153939953374
209,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,-,Y,-,27,0.640979666030729
32,-,-,-,Y,-,Y,-,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,23,0.6408773293815468
219,Y,Y,Y,Y,-,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,-,-,Y,Y,-,Y,-,Y,Y,Y,Y,23,0.6407562358765619
130,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,28,0.64056279889422
57,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,29,0.6401626502332384
89,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,-,Y,Y,28,0.6395539100389894
61,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,27,0.6393134693310754
52,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,28,0.639224800248723
145,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,-,Y,Y,Y,-,26,0.6391590442009161
45,Y,Y,Y,Y,-,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,27,0.6376859185434778
185,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,-,Y,Y,Y,Y,Y,Y,-,Y,Y,27,0.6368145553107227
77,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,-,Y,Y,27,0.6360683151140476
40,Y,-,Y,Y,Y,Y,Y,-,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,26,0.6341277754673085
25,Y,Y,-,Y,-,Y,-,-,-,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,-,Y,-,-,20,0.6339680360395206
27,Y,Y,Y,-,-,Y,Y,-,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,-,Y,Y,Y,24,0.6336700899431983
49,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,-,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,26,0.6336478680244497
125,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,-,27,0.6328417321792582
41,Y,Y,Y,-,-,Y,Y,-,-,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,-,Y,Y,Y,-,-,Y,Y,-,21,0.6246676176752632
38,-,-,Y,Y,Y,Y,Y,-,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,26,0.622741640339317
15,-,Y,Y,Y,-,Y,-,Y,-,Y,Y,Y,Y,Y,-,-,Y,Y,-,Y,-,Y,Y,-,-,-,-,Y,-,Y,17,0.6122579725368847
16,-,Y,-,Y,-,Y,Y,-,Y,Y,Y,Y,-,Y,Y,Y,-,-,Y,Y,Y,-,-,-,Y,-,Y,Y,Y,-,18,0.5926395789049713
31,Y,-,Y,Y,-,Y,-,-,-,Y,Y,-,-,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,22,0.5896150662598163
6,-,-,Y,-,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,-,Y,-,Y,Y,-,-,Y,Y,-,-,Y,-,-,Y,-,17,0.5671524574368305
13,Y,Y,-,-,Y,-,-,-,Y,Y,-,Y,-,Y,Y,-,Y,Y,Y,-,Y,Y,Y,-,Y,-,Y,Y,-,-,17,0.5646133991801459
12,Y,-,Y,Y,-,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,-,-,Y,Y,Y,Y,Y,-,-,Y,Y,Y,Y,22,0.5521015654580488
10,-,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,-,-,-,Y,Y,-,-,-,Y,Y,Y,Y,-,Y,21,0.5489318559259014
21,-,-,Y,Y,Y,Y,-,Y,-,Y,-,Y,-,-,Y,Y,-,-,Y,Y,-,-,-,-,Y,-,Y,Y,Y,-,15,0.5470362983471522
24,Y,-,-,-,-,Y,Y,Y,-,-,Y,Y,Y,-,Y,-,Y,Y,Y,-,-,-,Y,Y,-,-,-,Y,-,Y,15,0.5264082939424312
18,-,Y,-,Y,-,Y,Y,Y,Y,-,-,Y,-,-,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,-,-,-,-,18,0.5087149747577117
22,-,-,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,-,Y,Y,Y,-,-,-,Y,-,-,Y,-,-,Y,Y,-,Y,-,17,0.501534956873805
8,Y,Y,Y,-,-,-,-,-,-,Y,-,Y,-,Y,Y,-,Y,-,-,Y,-,Y,-,-,-,Y,Y,Y,-,Y,14,0.48206111102468535
7,-,Y,-,Y,-,-,-,Y,Y,-,Y,Y,-,-,-,Y,Y,Y,Y,-,Y,-,Y,Y,Y,-,-,Y,Y,Y,17,0.48017503685723045
19,-,Y,-,Y,Y,-,-,Y,Y,-,Y,-,Y,Y,Y,-,-,-,-,-,Y,-,-,Y,Y,-,-,-,-,Y,13,0.47263429950528263
14,-,-,Y,-,Y,Y,-,Y,-,-,-,-,-,-,-,Y,Y,Y,Y,-,-,-,-,Y,Y,Y,-,-,Y,Y,13,0.4390232759520929
0,-,-,Y,Y,Y,Y,Y,Y,-,Y,Y,Y,-,-,Y,-,-,-,-,-,Y,-,Y,Y,Y,-,Y,Y,Y,-,17,0.4366047130651374
3,-,Y,-,-,-,Y,Y,Y,Y,-,-,Y,Y,-,-,-,-,-,Y,Y,Y,-,-,Y,Y,Y,Y,Y,Y,-,16,0.43575027046814097
4,Y,-,-,Y,Y,-,Y,-,-,-,Y,-,Y,Y,Y,-,-,-,-,Y,Y,-,-,-,-,-,-,-,-,-,10,0.4244451260131106
23,Y,-,-,-,-,-,Y,-,Y,-,-,-,Y,-,-,-,Y,Y,Y,-,-,Y,Y,Y,-,Y,-,-,-,Y,12,0.33752892955740166
5,-,-,Y,-,-,-,-,-,-,-,-,-,-,-,-,Y,Y,Y,-,-,-,Y,-,-,-,-,-,-,-,Y,6,0.3030183406016644
20,Y,-,Y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,Y,-,Y,-,5,0.29138934311410525
11,Y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,-,-,-,-,Y,-,-,-,-,-,-,-,-,3,0.25595293610622794
17,Y,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,-,Y,-,-,-,-,4,0.2530543577182657
2,Y,Y,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,-,-,4,0.24212754127408595
